date,Store_ID,Product_ID,Inventory_Level,Units_Sold,Units_Ordered,Price,Discount,Promotion,Competitor_Pricing,Demand
2023-10-10,S001,P0009,203,42,0,77.2,5,0,82.32,68
2023-06-03,S001,P0020,430,61,0,98.16,20,1,111.92,83
2022-05-27,S003,P0010,177,155,152,42.53,5,0,47.6,141
2022-06-01,S002,P0018,117,80,115,29.52,10,1,27.96,131
2022-08-09,S003,P0004,312,292,0,26.84,25,1,31.6,264
2023-11-12,S001,P0001,308,81,0,64.26,15,1,57.17,95
2023-06-13,S001,P0019,81,81,103,116.57,10,0,107.11,100
2022-08-28,S002,P0008,196,148,138,27.94,10,1,30.16,160
2023-03-10,S001,P0001,161,97,207,70.21,10,1,78.08,121
2023-02-25,S003,P0011,310,63,0,98.03,10,0,105.98,59
2022-09-30,S002,P0019,284,82,0,87.71,0,0,78.12,81
2023-03-12,S001,P0016,826,153,0,32.82,25,1,39.42,137
2022-12-26,S003,P0003,216,99,133,91.87,15,1,83.54,139
2023-06-18,S001,P0002,103,35,0,48.9,10,0,43.84,32
2023-11-09,S002,P0010,134,128,181,114.27,10,1,97.32,206
2023-01-25,S003,P0018,215,61,0,130.11,0,0,111.0,52
2023-03-17,S003,P0010,146,146,150,37.63,25,1,34.14,164
2022-01-09,S004,P0006,58,58,0,41.55,0,0,45.83,139
2022-05-21,S004,P0014,173,31,0,144.92,0,0,174.72,37
2022-03-25,S003,P0020,922,136,0,63.26,20,1,74.67,115
2022-11-04,S004,P0017,121,28,50,71.38,15,1,66.99,41
2023-08-09,S004,P0003,565,131,0,151.95,5,0,174.99,115
2023-11-28,S004,P0019,122,64,80,56.78,5,0,64.87,94
2023-03-23,S004,P0018,108,82,91,168.73,5,0,147.5,87
2022-03-25,S005,P0016,668,120,0,33.84,20,1,37.08,157
2023-04-04,S002,P0014,639,126,663,116.84,20,1,131.49,146
2022-06-16,S005,P0001,234,93,257,14.26,0,0,16.96,154
2022-09-13,S005,P0019,159,126,210,132.24,20,1,122.03,110
2024-01-20,S001,P0018,106,106,157,70.86,5,0,84.22,167
2023-07-06,S003,P0007,330,119,0,16.19,10,1,17.38,130
2022-05-11,S004,P0011,0,0,472,56.9,15,1,68.72,132
2023-07-19,S004,P0010,101,101,1157,32.49,20,1,30.72,245
2023-08-18,S005,P0002,247,49,0,32.31,10,0,35.54,55
2023-02-22,S003,P0014,456,32,0,83.11,0,0,75.17,47
2022-08-01,S001,P0008,121,78,0,38.8,5,0,46.3,68
2023-03-09,S004,P0005,113,113,112,79.26,0,0,94.4,121
2022-06-10,S004,P0012,146,66,0,97.34,15,1,89.23,78
2023-03-06,S005,P0008,126,126,113,61.77,10,0,71.68,126
2023-07-03,S001,P0017,84,84,165,25.02,10,0,22.36,143
2023-08-31,S005,P0016,111,98,343,37.59,0,0,41.68,117
2023-12-17,S005,P0005,158,135,0,14.71,15,1,16.88,116
2023-12-08,S003,P0012,107,66,0,100.11,5,0,85.69,78
2023-12-09,S001,P0009,383,98,0,93.01,10,0,89.96,125
2022-11-07,S001,P0012,337,75,0,89.86,0,0,81.72,107
2023-04-28,S002,P0018,158,84,107,27.74,10,0,26.43,111
2022-11-02,S003,P0014,168,161,0,113.91,0,0,97.95,140
2022-06-23,S004,P0020,147,54,0,110.91,10,0,107.9,45
2022-03-21,S005,P0017,189,101,127,38.7,10,0,43.44,138
2023-10-07,S005,P0009,726,62,0,85.28,0,0,91.78,64
2022-07-22,S003,P0005,124,11,0,17.43,0,0,15.52,14
2023-03-15,S003,P0015,158,50,0,98.16,0,0,86.87,83
2024-01-21,S005,P0008,78,78,151,72.32,5,0,86.43,162
2023-10-03,S005,P0003,198,75,0,27.22,5,0,32.13,79
2022-09-14,S001,P0007,622,51,0,20.83,10,0,22.83,77
2023-06-30,S004,P0016,242,88,202,113.64,5,0,123.87,78
2022-10-05,S001,P0001,255,100,187,76.69,0,0,68.39,100
2022-06-13,S002,P0007,238,73,0,24.09,10,0,23.05,63
2023-07-08,S002,P0012,513,122,0,59.77,20,1,58.63,104
2023-12-28,S001,P0013,73,18,50,27.37,0,0,23.4,30
2023-03-09,S004,P0017,126,89,76,92.22,5,0,87.49,79
2023-05-21,S004,P0018,95,21,50,116.12,15,1,124.94,31
2023-11-11,S004,P0017,64,64,152,101.36,10,0,122.46,142
2022-09-27,S005,P0010,231,130,0,66.05,0,0,63.92,113
2023-12-13,S005,P0017,224,138,128,42.88,5,0,50.9,155
2022-07-12,S005,P0014,230,21,0,133.92,10,0,131.29,34
2023-01-05,S003,P0004,160,64,0,23.26,0,0,25.45,100
2022-07-19,S005,P0003,106,39,65,22.6,15,1,25.0,59
2023-07-31,S001,P0009,111,45,50,73.52,5,0,72.15,42
2023-11-11,S005,P0008,212,79,0,53.33,10,0,46.17,67
2023-11-26,S005,P0016,366,152,337,40.25,0,0,42.42,140
2022-07-07,S003,P0003,95,60,74,76.1,5,0,83.49,63
2023-01-18,S003,P0015,227,135,0,95.72,20,1,92.92,146
2023-02-28,S005,P0010,223,23,0,49.03,0,0,46.73,31
2022-09-08,S001,P0006,521,51,0,34.25,10,0,40.32,73
2023-11-15,S005,P0006,228,167,0,62.77,20,1,61.11,174
2022-03-09,S003,P0014,0,0,0,87.68,25,1,75.71,149
2023-04-21,S003,P0008,127,91,0,92.14,20,1,84.58,79
2023-10-27,S002,P0009,252,135,0,57.81,25,1,69.04,169
2022-05-07,S004,P0014,174,61,0,146.18,10,0,143.93,52
2022-04-29,S001,P0004,119,36,64,87.53,5,0,82.4,38
2023-05-28,S001,P0003,745,29,0,43.71,0,0,51.7,33
2023-10-12,S001,P0015,69,19,50,11.28,10,0,12.14,29
2022-11-18,S004,P0013,374,135,603,21.76,20,1,23.12,196
2022-03-27,S003,P0010,215,169,192,48.72,5,0,51.51,192
2023-10-26,S003,P0009,133,132,194,59.39,15,1,68.23,185
2022-02-05,S002,P0010,200,66,0,86.25,5,0,83.63,89
2023-08-31,S001,P0017,128,74,112,22.63,10,0,21.83,110
2022-11-07,S002,P0005,609,142,787,100.25,15,1,120.31,177
2022-01-05,S005,P0006,300,121,0,52.86,15,1,60.89,111
2022-05-25,S003,P0015,595,66,0,93.97,0,0,91.77,71
2022-01-23,S002,P0020,127,63,0,125.0,5,0,120.63,64
2023-02-28,S003,P0005,320,18,0,16.92,5,0,14.51,19
2022-01-22,S005,P0001,287,88,0,11.69,5,0,10.97,90
2022-04-23,S004,P0003,476,56,0,104.79,20,1,111.46,57
2023-11-08,S005,P0009,430,106,0,83.56,20,1,94.58,125
2022-06-05,S005,P0008,147,83,155,70.16,5,0,61.7,134
2022-09-16,S001,P0020,455,25,0,88.91,10,1,101.1,27
2022-01-23,S003,P0016,435,38,0,85.85,0,0,100.48,52
2022-06-05,S005,P0016,580,65,0,31.75,5,0,29.84,67
2024-01-05,S001,P0010,182,64,256,102.06,15,1,115.15,57
2023-01-11,S004,P0014,126,56,0,174.89,5,0,174.62,86
2022-03-26,S005,P0009,259,216,0,113.0,10,1,128.58,192
2023-11-05,S001,P0020,224,51,0,115.19,5,0,110.4,65
2023-05-11,S002,P0013,255,72,0,17.56,25,1,19.24,115
2023-09-01,S002,P0007,112,84,291,26.57,10,0,28.85,106
2023-03-25,S003,P0006,122,122,336,56.14,20,1,48.7,305
2023-02-17,S003,P0006,100,39,50,30.15,10,0,29.54,38
2023-09-04,S005,P0003,147,52,60,25.41,5,0,27.02,60
2023-10-29,S005,P0003,142,98,109,30.65,0,0,36.21,99
2022-08-31,S001,P0006,154,95,0,37.26,10,0,34.76,82
2023-03-12,S003,P0011,202,132,0,106.13,20,1,116.76,117
2023-07-18,S004,P0019,187,117,0,59.45,10,0,55.06,109
2023-07-24,S004,P0015,170,101,0,104.11,0,0,118.01,95
2023-05-23,S002,P0002,127,54,0,32.43,0,0,29.4,74
2022-02-17,S005,P0016,349,103,0,34.35,0,0,36.82,89
2023-06-13,S005,P0002,435,103,0,38.37,10,0,41.47,103
2022-05-23,S004,P0016,151,57,167,107.97,0,0,127.9,51
2022-09-13,S003,P0013,698,99,0,73.6,5,0,80.61,117
2022-06-04,S002,P0015,364,49,0,47.62,25,1,52.56,73
2022-04-25,S003,P0002,441,77,0,48.4,10,0,44.98,70
2022-05-06,S003,P0010,93,93,106,38.0,10,0,45.34,122
2023-12-20,S004,P0012,158,48,0,115.33,0,0,110.64,80
2023-02-26,S001,P0016,214,51,0,34.2,0,0,40.89,62
2023-07-23,S003,P0012,65,65,0,101.56,5,0,92.39,82
2023-08-11,S002,P0006,50,50,255,83.07,15,1,81.91,220
2022-08-26,S001,P0020,310,45,0,88.17,25,1,97.25,71
2022-12-29,S001,P0009,151,79,138,86.29,10,0,98.7,118
2022-11-04,S004,P0008,155,42,0,86.33,10,1,103.05,67
2023-04-10,S004,P0001,266,74,0,9.79,0,0,10.46,62
2022-01-15,S005,P0002,374,77,269,43.11,5,0,40.01,107
2022-10-26,S001,P0014,505,77,0,66.19,15,1,70.62,119
2023-05-21,S005,P0009,756,87,0,102.05,0,0,111.28,117
2022-11-23,S004,P0004,519,62,0,49.91,5,0,48.2,76
2022-04-18,S004,P0018,80,71,70,142.54,10,0,157.51,69
2022-12-27,S004,P0005,153,151,121,85.76,0,0,82.76,130
2023-10-09,S005,P0020,105,29,53,24.59,10,0,23.25,47
2024-01-23,S004,P0020,151,44,0,124.06,0,0,135.8,59
2022-03-24,S003,P0005,378,97,0,23.5,10,1,25.42,140
2022-03-11,S004,P0014,84,84,0,158.83,15,1,151.48,91
2023-12-14,S003,P0001,505,71,0,14.85,5,0,17.85,74
2022-03-27,S005,P0008,145,93,0,53.44,10,1,56.79,82
2023-08-14,S005,P0020,95,81,134,36.45,0,0,35.99,131
2022-11-22,S004,P0006,399,64,0,33.52,5,0,35.83,87
2023-11-20,S004,P0015,108,108,0,87.74,20,1,81.16,95
2023-07-29,S001,P0020,289,100,0,132.32,0,0,127.14,90
2022-05-03,S001,P0018,96,96,172,61.36,20,1,61.22,158
2023-08-31,S004,P0003,195,45,0,121.8,0,0,143.92,39
2023-02-16,S002,P0015,742,153,910,82.4,10,0,96.03,196
2023-06-07,S004,P0018,65,65,136,162.51,20,1,176.1,146
2023-01-25,S004,P0013,274,64,266,16.02,25,1,14.91,94
2023-02-05,S002,P0012,592,55,0,56.56,10,0,52.15,55
2022-09-13,S003,P0011,470,59,0,110.11,5,0,118.36,76
2024-01-25,S001,P0007,552,114,0,22.89,10,1,27.02,105
2022-01-12,S004,P0006,112,42,0,28.22,10,0,26.91,42
2023-12-07,S004,P0007,512,169,0,31.15,10,1,33.03,160
2023-09-17,S001,P0009,207,81,0,78.13,10,1,83.69,87
2022-02-15,S005,P0013,981,122,0,73.52,25,1,62.64,174
2022-12-06,S001,P0015,158,90,0,14.51,5,0,15.57,80
2022-12-20,S004,P0016,332,78,0,134.19,0,0,118.93,97
2022-04-12,S005,P0016,605,118,0,33.58,10,0,40.43,115
2022-03-11,S001,P0006,270,95,0,46.79,10,0,42.87,156
2022-06-02,S002,P0005,433,94,0,93.84,5,0,93.19,99
2023-09-02,S002,P0010,195,96,0,101.55,0,0,99.0,124
2022-04-12,S004,P0014,76,72,0,133.25,25,1,130.46,76
2023-03-07,S004,P0003,187,78,0,121.86,20,1,138.58,100
2022-11-21,S002,P0004,389,55,0,33.96,10,0,33.04,52
2022-07-11,S005,P0003,117,20,50,22.33,10,0,21.2,29
2022-09-19,S005,P0008,99,83,104,58.86,10,0,62.27,111
2023-04-28,S005,P0015,264,59,0,40.46,10,0,38.58,53
2023-12-09,S005,P0015,209,48,0,47.3,0,0,42.12,67
2023-05-21,S005,P0013,250,54,0,53.88,25,1,59.67,87
2022-11-20,S002,P0011,299,49,0,76.59,10,0,90.93,66
2022-05-26,S002,P0018,150,78,0,20.26,25,1,21.44,87
2022-06-21,S001,P0013,185,70,0,29.37,0,0,30.98,60
2023-04-06,S003,P0005,548,170,0,25.17,10,0,29.61,165
2022-03-03,S004,P0014,110,79,0,166.19,10,1,146.65,87
2022-04-29,S005,P0020,98,6,0,20.84,10,0,19.42,9
2022-10-11,S005,P0014,322,57,0,136.39,20,1,153.03,83
2023-05-21,S003,P0003,80,80,62,77.51,5,0,88.29,68
2022-12-17,S003,P0003,113,113,114,102.94,0,0,97.53,123
2022-04-26,S001,P0011,213,26,0,130.53,5,0,140.79,32
2022-02-21,S001,P0012,530,92,0,82.34,5,0,92.09,112
2022-06-04,S003,P0009,181,125,0,61.24,0,0,67.7,137
2023-09-12,S003,P0013,69,41,0,62.28,10,0,55.58,68
2024-01-25,S004,P0001,308,138,0,12.46,5,0,10.84,135
2023-03-23,S001,P0012,565,121,0,83.36,10,0,76.65,117
2023-11-08,S001,P0009,225,83,0,73.82,25,1,78.17,126
2022-10-13,S002,P0002,224,100,0,28.71,10,0,34.36,84
2023-12-23,S002,P0010,81,68,93,87.82,5,0,81.26,95
2022-03-03,S004,P0009,652,65,0,101.15,10,0,121.92,87
2023-06-25,S002,P0002,469,64,0,31.77,0,0,35.35,83
2023-07-24,S001,P0020,101,93,0,123.69,5,0,112.84,85
2022-04-19,S004,P0004,250,69,0,47.05,10,0,43.84,75
2022-03-02,S004,P0009,741,89,0,99.35,20,1,94.21,102
2022-06-19,S004,P0013,449,83,427,18.2,25,1,17.62,135
2022-07-11,S005,P0009,549,66,0,93.23,5,0,87.39,90
2022-02-18,S004,P0013,687,82,0,22.89,5,0,21.31,132
2022-08-26,S003,P0014,197,122,0,106.16,0,0,103.64,116
2022-12-10,S001,P0007,213,185,610,29.56,5,0,29.14,156
2023-12-05,S001,P0020,245,85,0,106.05,25,1,93.65,110
2023-02-21,S003,P0005,498,32,0,16.08,20,1,15.17,48
2023-04-03,S001,P0017,98,57,78,21.08,5,0,22.32,87
2022-10-05,S003,P0020,425,87,0,71.0,5,0,70.65,82
2023-05-07,S005,P0013,122,57,0,54.35,20,1,61.1,71
2023-11-10,S001,P0012,164,136,0,82.5,20,1,99.31,172
2022-08-06,S002,P0018,117,88,142,28.7,10,0,32.05,139
2022-09-15,S003,P0011,275,213,461,158.05,15,1,181.87,246
2022-03-26,S003,P0004,155,109,0,25.16,0,0,21.63,108
2023-03-23,S002,P0017,48,48,445,18.13,25,1,15.81,124
2022-02-08,S001,P0017,122,78,0,18.99,10,0,20.43,73
2023-09-27,S003,P0012,172,45,119,88.69,10,0,94.8,74
2023-10-19,S002,P0013,322,33,0,15.83,10,0,17.35,35
2023-03-13,S004,P0005,168,134,143,65.32,20,1,71.26,131
2023-04-26,S004,P0002,84,77,0,19.68,5,0,17.75,89
2022-04-16,S005,P0004,148,98,74,7.88,0,0,7.12,90
2022-01-11,S002,P0003,562,58,0,73.23,0,0,79.82,69
2024-01-17,S005,P0006,313,79,0,61.43,5,0,54.58,108
2023-10-21,S003,P0020,517,70,0,68.42,10,1,78.24,102
2022-09-22,S003,P0010,104,104,155,35.38,25,1,42.31,160
2023-09-02,S004,P0005,113,70,80,60.15,10,0,66.83,70
2023-06-30,S005,P0004,198,128,148,8.53,10,0,9.98,168
2022-04-26,S001,P0003,534,133,0,62.65,0,0,58.11,120
2022-05-06,S002,P0010,125,105,109,93.98,5,0,91.32,116
2022-05-30,S002,P0011,595,92,0,103.78,10,0,98.31,143
2022-05-08,S002,P0010,67,67,102,86.86,15,1,81.35,126
2023-05-26,S002,P0020,202,62,0,142.64,5,0,121.99,102
2023-08-22,S003,P0020,591,46,0,68.56,5,0,61.01,72
2024-01-03,S003,P0017,131,28,0,101.06,5,0,91.91,27
2022-10-20,S004,P0007,159,81,0,31.66,5,0,30.16,129
2024-01-27,S004,P0015,282,156,0,87.52,25,1,98.21,131
2022-04-03,S005,P0009,504,152,0,95.56,10,0,113.33,130
2022-06-06,S005,P0020,159,104,195,40.26,0,0,39.83,166
2022-01-29,S002,P0011,352,98,0,96.86,0,0,113.92,103
2023-09-07,S005,P0005,493,73,0,14.91,5,0,13.79,72
2023-01-02,S003,P0012,69,69,184,74.53,25,1,85.61,76
2023-10-26,S005,P0017,101,66,93,34.86,15,1,30.28,105
2023-12-28,S001,P0004,371,66,0,77.38,20,1,87.76,63
2022-06-20,S003,P0004,553,202,0,26.1,25,1,29.7,251
2022-03-27,S001,P0018,140,101,114,52.71,25,1,49.58,128
2023-08-01,S001,P0015,207,207,223,21.82,15,1,23.51,274
2022-07-24,S003,P0013,426,22,0,56.52,0,0,59.72,30
2023-05-03,S005,P0019,197,35,0,115.19,5,0,136.46,38
2022-07-17,S001,P0017,80,50,52,16.85,20,1,15.94,59
2023-11-04,S005,P0002,317,68,0,38.15,5,0,32.44,71
2023-05-14,S002,P0015,640,130,0,68.72,15,1,66.7,131
2023-05-31,S003,P0013,557,68,0,61.17,5,0,71.6,63
2023-09-11,S004,P0003,440,170,484,144.77,20,1,172.57,157
2022-11-09,S003,P0002,520,89,0,59.32,10,1,57.38,132
2023-08-02,S003,P0005,180,67,0,21.32,10,0,25.5,108
2022-09-16,S004,P0005,223,117,0,77.78,10,1,71.81,133
2022-12-20,S004,P0015,259,51,0,83.18,10,0,77.25,48
2023-08-05,S004,P0007,930,79,0,27.25,10,1,28.97,114
2022-04-20,S005,P0018,224,121,0,20.09,10,0,24.1,103
2023-06-02,S005,P0015,171,171,385,60.98,15,1,68.41,229
2022-10-22,S003,P0008,450,91,0,110.52,10,1,108.15,98
2022-05-01,S003,P0013,344,40,0,64.97,0,0,69.9,65
2023-02-01,S004,P0003,515,23,0,107.29,5,0,120.47,21
2022-11-14,S005,P0011,254,111,0,85.33,5,0,100.89,130
2023-03-12,S005,P0018,56,56,142,26.88,0,0,28.32,165
2022-11-26,S005,P0007,276,175,326,77.83,20,1,84.75,154
2022-01-05,S004,P0009,592,115,0,96.07,20,1,107.21,107
2023-11-16,S005,P0013,227,149,0,75.07,10,1,84.17,134
2022-08-03,S001,P0012,513,117,0,85.94,10,0,98.45,145
2023-08-26,S001,P0020,578,51,0,114.51,10,0,100.6,79
2022-08-20,S002,P0014,710,65,0,111.51,10,0,124.62,93
2023-05-10,S002,P0004,310,40,0,30.18,10,0,33.66,36
2022-04-07,S003,P0001,258,64,0,15.22,10,0,13.38,81
2022-04-14,S003,P0010,161,142,174,36.07,25,1,33.96,148
2023-08-20,S004,P0004,605,268,893,72.25,15,1,77.48,274
2023-11-26,S001,P0001,94,94,244,71.06,20,1,68.15,148
2022-07-09,S002,P0014,408,30,0,82.71,25,1,77.5,47
2022-07-21,S002,P0011,167,101,387,101.8,0,0,111.53,119
2022-10-31,S003,P0001,202,129,211,17.53,5,0,15.88,108
2022-07-02,S003,P0016,249,52,0,72.42,20,1,62.55,53
2023-10-05,S002,P0011,441,158,542,120.22,0,0,114.9,158
2022-04-17,S004,P0016,154,55,0,106.05,10,0,96.37,60
2022-10-18,S004,P0004,140,140,676,58.43,20,1,66.56,207
2023-07-04,S003,P0018,483,63,0,149.83,0,0,149.31,90
2022-08-29,S003,P0009,129,87,113,57.24,0,0,53.07,99
2022-02-17,S004,P0014,235,120,173,176.19,5,0,204.37,104
2022-09-15,S001,P0001,216,106,0,71.34,10,0,67.16,110
2022-06-16,S001,P0014,354,147,0,83.65,10,1,88.07,181
2022-12-12,S002,P0001,542,113,0,77.55,15,1,66.16,119
2023-01-20,S004,P0009,402,160,525,101.62,25,1,114.16,147
2023-04-28,S004,P0013,455,141,377,22.63,10,1,21.86,147
2023-11-22,S004,P0001,714,53,0,10.03,5,0,9.44,69
2023-12-19,S001,P0008,86,72,85,44.04,5,0,40.98,89
2023-06-09,S002,P0004,589,187,0,51.26,5,0,47.42,163
2023-02-20,S003,P0003,89,35,50,73.92,5,0,64.07,43
2023-05-12,S004,P0013,357,85,0,18.86,5,0,16.42,73
2022-06-08,S002,P0011,455,124,0,95.02,10,0,103.32,131
2022-05-20,S003,P0009,115,55,0,42.58,10,0,46.03,59
2023-12-18,S001,P0019,81,81,113,108.88,10,1,121.23,95
2023-09-19,S004,P0008,101,79,96,96.44,15,1,107.54,116
2022-01-04,S005,P0007,163,140,274,87.87,15,1,75.2,157
2022-01-15,S005,P0001,533,205,0,13.98,10,1,16.92,187
2022-03-14,S005,P0006,343,45,0,47.24,10,0,57.16,62
2022-08-14,S002,P0008,78,78,201,28.31,20,1,26.78,190
2023-05-05,S001,P0005,824,62,0,56.44,10,0,50.08,100
2022-04-29,S005,P0008,109,39,0,51.76,0,0,56.73,45
2023-01-08,S002,P0013,184,62,0,21.34,5,0,19.25,86
2022-08-16,S005,P0002,775,84,0,38.81,20,1,38.27,128
2022-03-19,S003,P0016,408,57,0,63.47,25,1,73.02,49
2022-06-11,S003,P0009,118,118,238,78.79,0,0,76.42,213
2023-09-19,S005,P0017,122,115,115,34.03,15,1,32.52,98
2023-11-18,S001,P0009,121,121,112,90.85,15,1,85.82,137
2023-11-11,S005,P0007,144,107,0,88.41,10,0,79.28,139
2022-12-08,S005,P0001,376,262,473,17.16,15,1,16.07,278
2023-03-18,S004,P0004,186,76,0,55.02,10,0,49.69,122
2022-04-01,S002,P0010,176,176,300,127.82,15,1,116.69,282
2023-04-03,S002,P0004,277,196,428,43.6,20,1,38.62,167
2022-02-21,S003,P0003,135,113,168,97.99,5,0,111.44,141
2022-09-20,S003,P0006,138,53,73,37.82,0,0,44.56,84
2022-11-11,S004,P0007,396,130,523,24.23,20,1,28.24,114
2022-02-18,S003,P0011,375,156,0,137.45,5,0,148.07,146
2022-04-24,S002,P0010,117,29,0,67.98,5,0,81.02,39
2023-07-30,S004,P0016,208,114,0,136.11,0,0,123.29,101
2022-12-17,S003,P0010,162,101,168,40.18,20,1,39.89,164
2023-01-14,S003,P0009,180,84,0,57.79,0,0,53.82,102
2022-12-07,S005,P0013,333,144,584,86.15,10,0,74.41,165
2022-07-06,S004,P0002,0,0,0,17.85,10,0,17.35,76
2023-01-17,S002,P0019,301,126,0,89.86,10,0,104.84,138
2024-01-28,S003,P0015,609,145,0,80.27,25,1,95.79,126
2023-12-03,S005,P0015,308,52,0,40.81,10,1,48.81,69
2023-12-05,S005,P0016,389,100,0,25.58,25,1,27.0,87
2023-08-08,S002,P0002,82,82,265,34.81,0,0,39.41,110
2023-09-24,S004,P0010,109,107,0,25.74,0,0,30.46,96
2022-05-23,S004,P0017,203,108,0,86.22,15,1,96.06,108
2022-08-29,S002,P0013,778,161,0,26.37,10,0,22.9,175
2023-12-28,S003,P0013,804,72,0,71.4,0,0,80.7,92
2023-01-30,S004,P0020,212,9,0,101.56,5,0,99.7,12
2023-05-04,S004,P0002,210,104,164,16.51,20,1,16.35,88
2022-03-21,S005,P0003,234,153,257,39.59,10,1,43.69,231
2023-02-17,S005,P0013,328,45,0,69.6,0,0,62.77,64
2022-10-19,S002,P0015,627,79,0,65.58,0,0,70.71,82
2023-01-11,S005,P0006,602,119,0,62.11,10,0,67.2,146
2023-03-13,S001,P0018,142,97,133,67.7,10,1,59.18,151
2022-04-25,S003,P0016,292,65,0,72.6,25,1,66.86,70
2023-01-17,S001,P0004,246,63,0,97.68,5,0,92.55,66
2022-03-05,S004,P0012,120,95,128,117.4,10,0,127.34,135
2023-03-19,S004,P0009,90,90,646,128.39,20,1,119.42,192
2023-10-02,S004,P0019,121,70,80,57.51,5,0,67.07,98
2023-09-01,S001,P0011,185,30,0,143.16,5,0,138.04,42
2023-04-21,S002,P0019,601,85,0,81.61,0,0,91.89,75
2022-11-20,S005,P0010,672,141,0,56.03,20,1,52.16,132
2023-08-21,S004,P0004,337,91,0,60.38,0,0,65.96,135
2022-04-27,S002,P0016,168,93,215,88.91,5,0,82.1,96
2022-07-06,S002,P0020,319,26,0,109.43,5,0,118.37,43
2022-07-23,S003,P0013,530,104,0,65.51,15,1,59.06,100
2022-05-17,S002,P0007,243,10,0,18.53,10,0,22.28,12
2022-05-29,S004,P0001,257,123,0,11.67,0,0,12.39,113
2022-05-03,S001,P0019,92,38,54,96.11,5,0,108.65,46
2024-01-15,S004,P0014,158,61,0,147.44,10,0,129.0,54
2022-08-05,S003,P0017,331,50,0,115.09,5,0,114.4,60
2022-10-31,S003,P0006,118,65,74,37.45,0,0,42.36,81
2023-01-26,S001,P0014,32,32,0,81.4,5,0,81.33,134
2022-02-02,S005,P0015,183,163,0,51.19,10,0,59.18,139
2022-10-09,S001,P0020,295,88,0,116.37,15,1,112.25,100
2022-06-17,S005,P0013,619,128,0,77.86,10,0,76.29,129
2022-10-28,S005,P0004,136,101,116,7.61,10,0,6.84,111
2022-09-15,S002,P0018,82,82,132,28.97,5,0,31.6,124
2022-07-24,S001,P0013,114,52,0,28.06,0,0,32.64,48
2023-07-24,S005,P0017,179,99,0,37.47,5,0,34.67,94
2022-06-25,S001,P0002,106,65,65,55.92,10,0,62.49,81
2023-01-24,S001,P0011,211,81,166,152.25,10,1,132.76,72
2022-12-21,S002,P0011,474,60,0,94.84,0,0,105.15,97
2023-06-14,S005,P0011,540,61,0,70.13,0,0,83.14,57
2022-12-21,S002,P0003,363,114,384,93.0,0,0,89.08,125
2022-03-27,S002,P0007,749,74,0,28.11,10,0,26.77,107
2022-03-06,S003,P0013,143,90,0,66.7,10,0,71.67,103
2022-06-20,S005,P0010,653,92,0,64.68,0,0,61.35,107
2022-01-28,S001,P0002,140,140,186,74.5,10,0,83.59,176
2023-01-11,S005,P0001,266,102,250,11.14,20,1,12.07,146
2023-09-24,S005,P0001,263,99,289,9.68,25,1,10.28,120
2022-03-21,S001,P0020,215,82,0,136.3,0,0,119.44,99
2022-08-25,S002,P0013,635,165,709,29.19,10,0,28.13,216
2023-03-23,S002,P0003,484,114,0,77.81,5,0,89.56,101
2023-11-16,S002,P0014,568,86,0,126.6,0,0,143.55,99
2023-05-29,S002,P0006,103,103,95,71.2,0,0,70.39,104
2022-04-24,S004,P0015,364,29,0,84.82,0,0,93.51,39
2023-07-30,S004,P0013,240,112,0,22.43,0,0,25.67,126
2023-09-22,S004,P0012,82,82,148,120.45,15,1,135.01,164
2023-04-19,S005,P0018,107,107,101,17.61,20,1,20.97,98
2023-06-09,S005,P0016,417,36,0,23.03,20,1,25.91,42
2023-10-29,S004,P0011,477,91,0,56.59,0,0,62.67,80
2022-06-09,S002,P0020,665,65,0,126.26,10,1,107.71,82
2023-04-17,S005,P0018,283,170,0,22.86,10,0,27.02,145
2023-04-14,S004,P0003,212,18,0,111.05,10,0,96.77,29
2022-01-13,S005,P0005,338,203,497,18.2,25,1,20.26,245
2023-09-04,S005,P0017,152,68,115,36.64,5,0,41.57,102
2022-10-16,S002,P0007,272,95,277,25.23,10,0,27.35,90
2022-08-29,S001,P0019,112,79,73,113.31,5,0,112.21,76
2023-07-30,S002,P0011,175,82,0,104.6,0,0,100.53,111
2023-02-12,S003,P0009,42,42,63,48.25,0,0,58.13,65
2022-03-08,S002,P0012,571,131,494,75.31,5,0,70.03,123
2022-11-22,S002,P0014,1022,94,0,103.85,25,1,112.67,128
2023-11-05,S002,P0003,218,3,0,55.92,0,0,62.14,4
2023-12-21,S002,P0014,170,61,0,95.94,25,1,115.61,103
2023-09-07,S003,P0016,118,55,0,78.32,10,0,88.55,56
2023-06-27,S004,P0009,186,76,0,97.8,10,1,92.6,64
2022-09-23,S005,P0007,125,124,0,95.26,10,0,83.86,166
2023-11-05,S001,P0018,116,63,84,46.81,20,1,39.84,72
2022-04-11,S004,P0001,325,135,653,10.96,25,1,10.95,174
2022-06-03,S002,P0001,409,108,0,96.49,0,0,93.35,138
2023-07-30,S005,P0015,297,291,541,83.07,0,0,75.23,272
2022-03-14,S003,P0004,306,120,0,23.43,0,0,24.84,102
2023-09-14,S003,P0008,241,79,217,109.83,10,0,130.96,112
2023-02-11,S003,P0010,123,65,0,33.61,5,0,29.74,55
2023-11-13,S002,P0012,182,63,0,63.33,0,0,66.77,71
